6.494938373565673828e+00,6.396695613861083984e+00,6.302953243255615234e+00,6.213465690612792969e+00,6.128007888793945312e+00,6.046370506286621094e+00,5.968360424041748047e+00,5.893797874450683594e+00,5.822515964508056641e+00,5.754359722137451172e+00,5.689184188842773438e+00,5.626855850219726562e+00,5.567248821258544922e+00,5.510245800018310547e+00,5.455737590789794922e+00,5.403622627258300781e+00,1.955752015113830566e+00,1.938999652862548828e+00,1.923000097274780273e+00,1.907725334167480469e+00,1.893148779869079590e+00,1.879246115684509277e+00,1.865994215011596680e+00,1.853371262550354004e+00,1.841356992721557617e+00,1.829932570457458496e+00,1.819079995155334473e+00,1.808782935142517090e+00,1.799025416374206543e+00,1.789793252944946289e+00,1.781072735786437988e+00,1.772850990295410156e+00,1.765116333961486816e+00,1.757857918739318848e+00,1.751065254211425781e+00,1.744728922843933105e+00,1.738840222358703613e+00,1.733391165733337402e+00,1.728374123573303223e+00,1.723782658576965332e+00,1.719610333442687988e+00,1.715851664543151855e+00,1.712501764297485352e+00,1.709556221961975098e+00,1.707011103630065918e+00,1.704863071441650391e+00,1.703109264373779297e+00,1.701747775077819824e+00,1.700776338577270508e+00,1.700194001197814941e+00,1.700000047683715820e+00,1.700194001197814941e+00,1.700776338577270508e+00,1.701747775077819824e+00,1.703109264373779297e+00,1.704863071441650391e+00,1.707011103630065918e+00,1.709556221961975098e+00,1.712501764297485352e+00,1.715851664543151855e+00,1.719610333442687988e+00,1.723782658576965332e+00,1.728374123573303223e+00,1.733391165733337402e+00,1.738840222358703613e+00,1.744728922843933105e+00,1.751065254211425781e+00,1.757857918739318848e+00,1.765116333961486816e+00,1.772850990295410156e+00,1.781072735786437988e+00,1.789793252944946289e+00,1.799025416374206543e+00,1.808782935142517090e+00,1.819079995155334473e+00,1.829932570457458496e+00,1.841356992721557617e+00,1.853371262550354004e+00,1.865994215011596680e+00,1.879246115684509277e+00,1.893148779869079590e+00,1.907725334167480469e+00,1.923000097274780273e+00,1.938999652862548828e+00,1.955752015113830566e+00,5.403622627258300781e+00,5.455737590789794922e+00,5.510245800018310547e+00,5.567248821258544922e+00,5.626855850219726562e+00,5.689184188842773438e+00,5.754359722137451172e+00,5.822515964508056641e+00,5.893797874450683594e+00,5.968360424041748047e+00,6.046370506286621094e+00,6.128007888793945312e+00,6.213465690612792969e+00,6.302953243255615234e+00,6.396695613861083984e+00
6.494938373565673828e+00,6.396695613861083984e+00,6.302953243255615234e+00,6.213465690612792969e+00,6.128007888793945312e+00,6.046370506286621094e+00,5.968360424041748047e+00,5.893797874450683594e+00,5.822515964508056641e+00,5.754359722137451172e+00,5.689184188842773438e+00,5.626855850219726562e+00,5.567248821258544922e+00,5.510245800018310547e+00,5.455737590789794922e+00,5.403622627258300781e+00,1.955752015113830566e+00,1.938999652862548828e+00,1.923000097274780273e+00,1.907725334167480469e+00,1.893148779869079590e+00,1.879246115684509277e+00,1.865994215011596680e+00,1.853371262550354004e+00,1.841356992721557617e+00,1.829932570457458496e+00,1.819079995155334473e+00,1.808782935142517090e+00,1.799025416374206543e+00,1.789793252944946289e+00,1.781072735786437988e+00,1.772850990295410156e+00,1.765116333961486816e+00,1.757857918739318848e+00,1.751065254211425781e+00,1.744728922843933105e+00,1.738840222358703613e+00,1.733391165733337402e+00,1.728374123573303223e+00,1.723782658576965332e+00,1.719610333442687988e+00,1.715851664543151855e+00,1.712501764297485352e+00,1.709556221961975098e+00,1.707011103630065918e+00,1.704863071441650391e+00,1.703109264373779297e+00,1.701747775077819824e+00,1.700776338577270508e+00,1.700194001197814941e+00,1.700000047683715820e+00,1.700194001197814941e+00,1.700776338577270508e+00,1.701747775077819824e+00,1.703109264373779297e+00,1.704863071441650391e+00,1.707011103630065918e+00,1.709556221961975098e+00,1.712501764297485352e+00,1.715851664543151855e+00,1.719610333442687988e+00,1.723782658576965332e+00,1.728374123573303223e+00,1.733391165733337402e+00,1.738840222358703613e+00,1.744728922843933105e+00,1.751065254211425781e+00,1.757857918739318848e+00,1.765116333961486816e+00,1.772850990295410156e+00,1.781072735786437988e+00,1.789793252944946289e+00,1.799025416374206543e+00,1.808782935142517090e+00,1.819079995155334473e+00,1.829932570457458496e+00,1.841356992721557617e+00,1.853371262550354004e+00,1.865994215011596680e+00,1.879246115684509277e+00,1.893148779869079590e+00,1.907725334167480469e+00,1.923000097274780273e+00,1.938999652862548828e+00,1.955752015113830566e+00,5.403622627258300781e+00,5.455737590789794922e+00,5.510245800018310547e+00,5.567248821258544922e+00,5.626855850219726562e+00,5.689184188842773438e+00,5.754359722137451172e+00,5.822515964508056641e+00,5.893797874450683594e+00,5.968360424041748047e+00,6.046370506286621094e+00,6.128007888793945312e+00,6.213465690612792969e+00,6.302953243255615234e+00,6.396695613861083984e+00
6.494935512542724609e+00,6.396692752838134766e+00,6.302949905395507812e+00,6.213462352752685547e+00,6.128005027770996094e+00,6.046367645263671875e+00,5.968358039855957031e+00,5.893795490264892578e+00,5.822513580322265625e+00,5.754356861114501953e+00,5.689181804656982422e+00,5.626853466033935547e+00,5.567246437072753906e+00,5.510243415832519531e+00,5.455735206604003906e+00,5.403620719909667969e+00,1.955749988555908203e+00,1.938997626304626465e+00,1.922998070716857910e+00,1.907723307609558105e+00,1.893146991729736328e+00,1.879244446754455566e+00,1.865992426872253418e+00,1.853369474411010742e+00,1.841355323791503906e+00,1.829930901527404785e+00,1.819078445434570312e+00,1.808781385421752930e+00,1.799024105072021484e+00,1.789791941642761230e+00,1.781071424484252930e+00,1.772849798202514648e+00,1.765115261077880859e+00,1.757856726646423340e+00,1.751064181327819824e+00,1.744727969169616699e+00,1.738839268684387207e+00,1.733390212059020996e+00,1.728373289108276367e+00,1.723781824111938477e+00,1.719609618186950684e+00,1.715851068496704102e+00,1.712501287460327148e+00,1.709555745124816895e+00,1.707010626792907715e+00,1.704862594604492188e+00,1.703109025955200195e+00,1.701747417449951172e+00,1.700776219367980957e+00,1.700193881988525391e+00,1.699999928474426270e+00,1.700194001197814941e+00,1.700776338577270508e+00,1.701747775077819824e+00,1.703109502792358398e+00,1.704863309860229492e+00,1.707011342048645020e+00,1.709556579589843750e+00,1.712502241134643555e+00,1.715852260589599609e+00,1.719610810279846191e+00,1.723783254623413086e+00,1.728374838829040527e+00,1.733391880989074707e+00,1.738841056823730469e+00,1.744729757308959961e+00,1.751066088676452637e+00,1.757858872413635254e+00,1.765117526054382324e+00,1.772852182388305664e+00,1.781073808670043945e+00,1.789794564247131348e+00,1.799026846885681152e+00,1.808784246444702148e+00,1.819081425666809082e+00,1.829934000968933105e+00,1.841358542442321777e+00,1.853372812271118164e+00,1.865995764732360840e+00,1.879247903823852539e+00,1.893150568008422852e+00,1.907727122306823730e+00,1.923002004623413086e+00,1.939001560211181641e+00,1.955753922462463379e+00,5.403624534606933594e+00,5.455739974975585938e+00,5.510247707366943359e+00,5.567250728607177734e+00,5.626858234405517578e+00,5.689186573028564453e+00,5.754362106323242188e+00,5.822518348693847656e+00,5.893800258636474609e+00,5.968362808227539062e+00,6.046373367309570312e+00,6.128010749816894531e+00,6.213468551635742188e+00,6.302956104278564453e+00,6.396698951721191406e+00
6.494934082031250000e+00,6.396692276000976562e+00,6.302949428558349609e+00,6.213462352752685547e+00,6.128004074096679688e+00,6.046367645263671875e+00,5.968358039855957031e+00,5.893795490264892578e+00,5.822514057159423828e+00,5.754357814788818359e+00,5.689182758331298828e+00,5.626854419708251953e+00,5.567247390747070312e+00,5.510244846343994141e+00,5.455736637115478516e+00,5.403622150421142578e+00,1.955751419067382812e+00,1.938999176025390625e+00,1.922999739646911621e+00,1.907724976539611816e+00,1.893148660659790039e+00,1.879246115684509277e+00,1.865994215011596680e+00,1.853371381759643555e+00,1.841357231140136719e+00,1.829932808876037598e+00,1.819080352783203125e+00,1.808783292770385742e+00,1.799026012420654297e+00,1.789793848991394043e+00,1.781073212623596191e+00,1.772851586341857910e+00,1.765117049217224121e+00,1.757858514785766602e+00,1.751065850257873535e+00,1.744729518890380859e+00,1.738840937614440918e+00,1.733391761779785156e+00,1.728374838829040527e+00,1.723783254623413086e+00,1.719610810279846191e+00,1.715852260589599609e+00,1.712502241134643555e+00,1.709556579589843750e+00,1.707011461257934570e+00,1.704863309860229492e+00,1.703109622001647949e+00,1.701747894287109375e+00,1.700776457786560059e+00,1.700194001197814941e+00,1.699999928474426270e+00,1.700193881988525391e+00,1.700776100158691406e+00,1.701747298240661621e+00,1.703108787536621094e+00,1.704862475395202637e+00,1.707010388374328613e+00,1.709555387496948242e+00,1.712500810623168945e+00,1.715850591659545898e+00,1.719609022140502930e+00,1.723781228065490723e+00,1.728372573852539062e+00,1.733389377593994141e+00,1.738838315010070801e+00,1.744726777076721191e+00,1.751062989234924316e+00,1.757855415344238281e+00,1.765113711357116699e+00,1.772848248481750488e+00,1.781069755554199219e+00,1.789790153503417969e+00,1.799022078514099121e+00,1.808779239654541016e+00,1.819076061248779297e+00,1.829928398132324219e+00,1.841352581977844238e+00,1.853366613388061523e+00,1.865989327430725098e+00,1.879241108894348145e+00,1.893143415451049805e+00,1.907719612121582031e+00,1.922994136810302734e+00,1.938993453979492188e+00,1.955745458602905273e+00,5.403615474700927734e+00,5.455730438232421875e+00,5.510238170623779297e+00,5.567240715026855469e+00,5.626847743988037109e+00,5.689176082611083984e+00,5.754350662231445312e+00,5.822506427764892578e+00,5.893788337707519531e+00,5.968350410461425781e+00,6.046360015869140625e+00,6.127996921539306641e+00,6.213454723358154297e+00,6.302941799163818359e+00,6.396684169769287109e+00
6.494930267333984375e+00,6.396688461303710938e+00,6.302946090698242188e+00,6.213459014892578125e+00,6.128001213073730469e+00,6.046364784240722656e+00,5.968355178833007812e+00,5.893792629241943359e+00,5.822511196136474609e+00,5.754355430603027344e+00,5.689180374145507812e+00,5.626852512359619141e+00,5.567245483398437500e+00,5.510242462158203125e+00,5.455735206604003906e+00,5.403620243072509766e+00,1.955749750137329102e+00,1.938997626304626465e+00,1.922998189926147461e+00,1.907723665237426758e+00,1.893147468566894531e+00,1.879244923591613770e+00,1.865993142127990723e+00,1.853370308876037598e+00,1.841356277465820312e+00,1.829931974411010742e+00,1.819079637527465820e+00,1.808782577514648438e+00,1.799025297164916992e+00,1.789793252944946289e+00,1.781072735786437988e+00,1.772851109504699707e+00,1.765116572380065918e+00,1.757858157157897949e+00,1.751065492630004883e+00,1.744729280471801758e+00,1.738840579986572266e+00,1.733391523361206055e+00,1.728374600410461426e+00,1.723783135414123535e+00,1.719610691070556641e+00,1.715852141380310059e+00,1.712502121925354004e+00,1.709556579589843750e+00,1.707011461257934570e+00,1.704863309860229492e+00,1.703109622001647949e+00,1.701747894287109375e+00,1.700776457786560059e+00,1.700194001197814941e+00,1.699999928474426270e+00,1.700193881988525391e+00,1.700776100158691406e+00,1.701747298240661621e+00,1.703108787536621094e+00,1.704862356185913086e+00,1.707010269165039062e+00,1.709555268287658691e+00,1.712500691413879395e+00,1.715850472450256348e+00,1.719608902931213379e+00,1.723780989646911621e+00,1.728372335433959961e+00,1.733389139175415039e+00,1.738838076591491699e+00,1.744726419448852539e+00,1.751062512397766113e+00,1.757854938507080078e+00,1.765113234519958496e+00,1.772847652435302734e+00,1.781069040298461914e+00,1.789789319038391113e+00,1.799021244049072266e+00,1.808778405189514160e+00,1.819075226783752441e+00,1.829927444458007812e+00,1.841351509094238281e+00,1.853365421295166016e+00,1.865988016128540039e+00,1.879239678382873535e+00,1.893141984939575195e+00,1.907718062400817871e+00,1.922992467880249023e+00,1.938991546630859375e+00,1.955743551254272461e+00,5.403613567352294922e+00,5.455728054046630859e+00,5.510235786437988281e+00,5.567238330841064453e+00,5.626844882965087891e+00,5.689173221588134766e+00,5.754347801208496094e+00,5.822503566741943359e+00,5.893784999847412109e+00,5.968346595764160156e+00,6.046356201171875000e+00,6.127993106842041016e+00,6.213450431823730469e+00,6.302937507629394531e+00,6.396679878234863281e+00
6.494928359985351562e+00,6.396687030792236328e+00,6.302944660186767578e+00,6.213457584381103516e+00,6.127999782562255859e+00,6.046363353729248047e+00,5.968353748321533203e+00,5.893791675567626953e+00,5.822510242462158203e+00,5.754354000091552734e+00,5.689179420471191406e+00,5.626851081848144531e+00,5.567244529724121094e+00,5.510241985321044922e+00,5.455734252929687500e+00,5.403619289398193359e+00,1.955748915672302246e+00,1.938996911048889160e+00,1.922997593879699707e+00,1.907723069190979004e+00,1.893146872520446777e+00,1.879244446754455566e+00,1.865992665290832520e+00,1.853369832038879395e+00,1.841355800628662109e+00,1.829931497573852539e+00,1.819079160690307617e+00,1.808782219886779785e+00,1.799025058746337891e+00,1.789792895317077637e+00,1.781072497367858887e+00,1.772850871086120605e+00,1.765116333961486816e+00,1.757857918739318848e+00,1.751065373420715332e+00,1.744729042053222656e+00,1.738840460777282715e+00,1.733391404151916504e+00,1.728374481201171875e+00,1.723782896995544434e+00,1.719610691070556641e+00,1.715852022171020508e+00,1.712502121925354004e+00,1.709556579589843750e+00,1.707011342048645020e+00,1.704863309860229492e+00,1.703109502792358398e+00,1.701747894287109375e+00,1.700776457786560059e+00,1.700194001197814941e+00,1.699999928474426270e+00,1.700193881988525391e+00,1.700776100158691406e+00,1.701747298240661621e+00,1.703108787536621094e+00,1.704862475395202637e+00,1.707010269165039062e+00,1.709555268287658691e+00,1.712500691413879395e+00,1.715850472450256348e+00,1.719608902931213379e+00,1.723780989646911621e+00,1.728372335433959961e+00,1.733389139175415039e+00,1.738837957382202148e+00,1.744726419448852539e+00,1.751062512397766113e+00,1.757854938507080078e+00,1.765113115310668945e+00,1.772847533226013184e+00,1.781068921089172363e+00,1.789789199829101562e+00,1.799021124839782715e+00,1.808778166770935059e+00,1.819074988365173340e+00,1.829927086830139160e+00,1.841351270675659180e+00,1.853365063667297363e+00,1.865987777709960938e+00,1.879239320755004883e+00,1.893141627311706543e+00,1.907717704772949219e+00,1.922991991043090820e+00,1.938991189002990723e+00,1.955743074417114258e+00,5.403613090515136719e+00,5.455727577209472656e+00,5.510235309600830078e+00,5.567237854003906250e+00,5.626844406127929688e+00,5.689172744750976562e+00,5.754347324371337891e+00,5.822502613067626953e+00,5.893784046173095703e+00,5.968346118927001953e+00,6.046355724334716797e+00,6.127991676330566406e+00,6.213449478149414062e+00,6.302936077117919922e+00,6.396678447723388672e+00
6.494927406311035156e+00,6.502132117748260498e-02,6.502132117748260498e-02,6.502132117748260498e-02,6.502132117748260498e-02,6.502132117748260498e-02,6.502132117748260498e-02,6.502132117748260498e-02,6.502132117748260498e-02,6.502132117748260498e-02,6.502132117748260498e-02,6.502132117748260498e-02,6.502132117748260498e-02,6.502132117748260498e-02,6.502132117748260498e-02,6.502132117748260498e-02,6.502132117748260498e-02,6.502132117748260498e-02,6.502132117748260498e-02,6.502132117748260498e-02,6.502132117748260498e-02,6.502132117748260498e-02,6.502132117748260498e-02,6.502132117748260498e-02,6.502132117748260498e-02,6.502132117748260498e-02,6.502132117748260498e-02,6.502132117748260498e-02,6.502132117748260498e-02,6.502132117748260498e-02,6.502132117748260498e-02,6.502132117748260498e-02,6.502132117748260498e-02,6.502132117748260498e-02,6.502132117748260498e-02,6.502132117748260498e-02,6.502132117748260498e-02,6.502132117748260498e-02,6.502132117748260498e-02,6.502132117748260498e-02,6.502132117748260498e-02,6.502132117748260498e-02,6.502132117748260498e-02,6.502132117748260498e-02,6.502132117748260498e-02,6.502132117748260498e-02,6.502132117748260498e-02,6.502132117748260498e-02,6.502132117748260498e-02,6.502132117748260498e-02,6.502132117748260498e-02,6.502132117748260498e-02,6.502132117748260498e-02,6.502132117748260498e-02,6.502132117748260498e-02,6.502132117748260498e-02,6.502132117748260498e-02,6.502132117748260498e-02,6.502132117748260498e-02,6.502132117748260498e-02,6.502132117748260498e-02,6.502132117748260498e-02,6.502132117748260498e-02,6.502132117748260498e-02,6.502132117748260498e-02,6.502132117748260498e-02,6.502132117748260498e-02,6.502132117748260498e-02,6.502132117748260498e-02,6.502132117748260498e-02,6.502132117748260498e-02,6.502132117748260498e-02,6.502132117748260498e-02,6.502132117748260498e-02,6.502132117748260498e-02,6.502132117748260498e-02,6.502132117748260498e-02,6.502132117748260498e-02,6.502132117748260498e-02,6.502132117748260498e-02,6.502132117748260498e-02,6.502132117748260498e-02,6.502132117748260498e-02,6.502132117748260498e-02,6.502132117748260498e-02,6.502132117748260498e-02,6.502132117748260498e-02,6.502132117748260498e-02,6.502132117748260498e-02,6.502132117748260498e-02,6.502132117748260498e-02,6.502132117748260498e-02,6.502132117748260498e-02,6.502132117748260498e-02,6.502132117748260498e-02,6.502132117748260498e-02,6.502132117748260498e-02,6.502132117748260498e-02,6.502132117748260498e-02,6.502132117748260498e-02
6.494926929473876953e+00,6.502221524715423584e-02,6.502221524715423584e-02,6.502221524715423584e-02,6.502221524715423584e-02,6.502221524715423584e-02,6.502221524715423584e-02,6.502221524715423584e-02,6.502221524715423584e-02,6.502221524715423584e-02,6.502221524715423584e-02,6.502221524715423584e-02,6.502221524715423584e-02,6.502221524715423584e-02,6.502221524715423584e-02,6.502221524715423584e-02,6.502221524715423584e-02,6.502221524715423584e-02,6.502221524715423584e-02,6.502221524715423584e-02,6.502221524715423584e-02,6.502221524715423584e-02,6.502221524715423584e-02,6.502221524715423584e-02,6.502221524715423584e-02,6.502221524715423584e-02,6.502221524715423584e-02,6.502221524715423584e-02,6.502221524715423584e-02,6.502221524715423584e-02,6.502221524715423584e-02,6.502221524715423584e-02,6.502221524715423584e-02,6.502221524715423584e-02,6.502221524715423584e-02,6.502221524715423584e-02,6.502221524715423584e-02,6.502221524715423584e-02,6.502221524715423584e-02,6.502221524715423584e-02,6.502221524715423584e-02,6.502221524715423584e-02,6.502221524715423584e-02,6.502221524715423584e-02,6.502221524715423584e-02,6.502221524715423584e-02,6.502221524715423584e-02,6.502221524715423584e-02,6.502221524715423584e-02,6.502221524715423584e-02,6.502221524715423584e-02,6.502221524715423584e-02,6.502221524715423584e-02,6.502221524715423584e-02,6.502221524715423584e-02,6.502221524715423584e-02,6.502221524715423584e-02,6.502221524715423584e-02,6.502221524715423584e-02,6.502221524715423584e-02,6.502221524715423584e-02,6.502221524715423584e-02,6.502221524715423584e-02,6.502221524715423584e-02,6.502221524715423584e-02,6.502221524715423584e-02,6.502221524715423584e-02,6.502221524715423584e-02,6.502221524715423584e-02,6.502221524715423584e-02,6.502221524715423584e-02,6.502221524715423584e-02,6.502221524715423584e-02,6.502221524715423584e-02,6.502221524715423584e-02,6.502221524715423584e-02,6.502221524715423584e-02,6.502221524715423584e-02,6.502221524715423584e-02,6.502221524715423584e-02,6.502221524715423584e-02,6.502221524715423584e-02,6.502221524715423584e-02,6.502221524715423584e-02,6.502221524715423584e-02,6.502221524715423584e-02,6.502221524715423584e-02,6.502221524715423584e-02,6.502221524715423584e-02,6.502221524715423584e-02,6.502221524715423584e-02,6.502221524715423584e-02,6.502221524715423584e-02,6.502221524715423584e-02,6.502221524715423584e-02,6.502221524715423584e-02,6.502221524715423584e-02,6.502221524715423584e-02,6.502221524715423584e-02,6.502221524715423584e-02
6.502292305231094360e-02,6.502292305231094360e-02,6.502292305231094360e-02,6.502292305231094360e-02,6.502292305231094360e-02,6.502292305231094360e-02,6.502292305231094360e-02,6.502292305231094360e-02,6.502292305231094360e-02,6.502292305231094360e-02,6.502292305231094360e-02,6.502292305231094360e-02,6.502292305231094360e-02,6.502292305231094360e-02,6.502292305231094360e-02,6.502292305231094360e-02,6.502292305231094360e-02,6.502292305231094360e-02,6.502292305231094360e-02,6.502292305231094360e-02,6.502292305231094360e-02,6.502292305231094360e-02,6.502292305231094360e-02,6.502292305231094360e-02,6.502292305231094360e-02,6.502292305231094360e-02,6.502292305231094360e-02,6.502292305231094360e-02,6.502292305231094360e-02,6.502292305231094360e-02,6.502292305231094360e-02,6.502292305231094360e-02,6.502292305231094360e-02,6.502292305231094360e-02,6.502292305231094360e-02,6.502292305231094360e-02,6.502292305231094360e-02,6.502292305231094360e-02,6.502292305231094360e-02,6.502292305231094360e-02,6.502292305231094360e-02,6.502292305231094360e-02,6.502292305231094360e-02,6.502292305231094360e-02,6.502292305231094360e-02,6.502292305231094360e-02,6.502292305231094360e-02,6.502292305231094360e-02,6.502292305231094360e-02,6.502292305231094360e-02,6.502292305231094360e-02,6.502292305231094360e-02,6.502292305231094360e-02,6.502292305231094360e-02,6.502292305231094360e-02,6.502292305231094360e-02,6.502292305231094360e-02,6.502292305231094360e-02,6.502292305231094360e-02,6.502292305231094360e-02,6.502292305231094360e-02,6.502292305231094360e-02,6.502292305231094360e-02,6.502292305231094360e-02,6.502292305231094360e-02,6.502292305231094360e-02,6.502292305231094360e-02,6.502292305231094360e-02,6.502292305231094360e-02,6.502292305231094360e-02,6.502292305231094360e-02,6.502292305231094360e-02,6.502292305231094360e-02,6.502292305231094360e-02,6.502292305231094360e-02,6.502292305231094360e-02,6.502292305231094360e-02,6.502292305231094360e-02,6.502292305231094360e-02,6.502292305231094360e-02,6.502292305231094360e-02,6.502292305231094360e-02,6.502292305231094360e-02,6.502292305231094360e-02,6.502292305231094360e-02,6.502292305231094360e-02,6.502292305231094360e-02,6.502292305231094360e-02,6.502292305231094360e-02,6.502292305231094360e-02,6.502292305231094360e-02,6.502292305231094360e-02,6.502292305231094360e-02,6.502292305231094360e-02,6.502292305231094360e-02,6.502292305231094360e-02,6.502292305231094360e-02,6.502292305231094360e-02,6.502292305231094360e-02,6.502292305231094360e-02
6.502348184585571289e-02,6.502348184585571289e-02,6.502348184585571289e-02,6.502348184585571289e-02,6.502348184585571289e-02,6.502348184585571289e-02,6.502348184585571289e-02,6.502348184585571289e-02,6.502348184585571289e-02,6.502348184585571289e-02,6.502348184585571289e-02,6.502348184585571289e-02,6.502348184585571289e-02,6.502348184585571289e-02,6.502348184585571289e-02,6.502348184585571289e-02,6.502348184585571289e-02,6.502348184585571289e-02,6.502348184585571289e-02,6.502348184585571289e-02,6.502348184585571289e-02,6.502348184585571289e-02,6.502348184585571289e-02,6.502348184585571289e-02,6.502348184585571289e-02,6.502348184585571289e-02,6.502348184585571289e-02,6.502348184585571289e-02,6.502348184585571289e-02,6.502348184585571289e-02,6.502348184585571289e-02,6.502348184585571289e-02,6.502348184585571289e-02,6.502348184585571289e-02,6.502348184585571289e-02,6.502348184585571289e-02,6.502348184585571289e-02,6.502348184585571289e-02,6.502348184585571289e-02,6.502348184585571289e-02,6.502348184585571289e-02,6.502348184585571289e-02,6.502348184585571289e-02,6.502348184585571289e-02,6.502348184585571289e-02,6.502348184585571289e-02,6.502348184585571289e-02,6.502348184585571289e-02,6.502348184585571289e-02,6.502348184585571289e-02,6.502348184585571289e-02,6.502348184585571289e-02,6.502348184585571289e-02,6.502348184585571289e-02,6.502348184585571289e-02,6.502348184585571289e-02,6.502348184585571289e-02,6.502348184585571289e-02,6.502348184585571289e-02,6.502348184585571289e-02,6.502348184585571289e-02,6.502348184585571289e-02,6.502348184585571289e-02,6.502348184585571289e-02,6.502348184585571289e-02,6.502348184585571289e-02,6.502348184585571289e-02,6.502348184585571289e-02,6.502348184585571289e-02,6.502348184585571289e-02,6.502348184585571289e-02,6.502348184585571289e-02,6.502348184585571289e-02,6.502348184585571289e-02,6.502348184585571289e-02,6.502348184585571289e-02,6.502348184585571289e-02,6.502348184585571289e-02,6.502348184585571289e-02,6.502348184585571289e-02,6.502348184585571289e-02,6.502348184585571289e-02,6.502348184585571289e-02,6.502348184585571289e-02,6.502348184585571289e-02,6.502348184585571289e-02,6.502348184585571289e-02,6.502348184585571289e-02,6.502348184585571289e-02,6.502348184585571289e-02,6.502348184585571289e-02,6.502348184585571289e-02,6.502348184585571289e-02,6.502348184585571289e-02,6.502348184585571289e-02,6.502348184585571289e-02,6.502348184585571289e-02,6.502348184585571289e-02,6.502348184585571289e-02,6.502348184585571289e-02
